Pitch Offset in HCU,PB MIDI1,PB Hex MIDI2,Delta PB MIDI1,Pitch Offset from MIDI1,PB MIDI2,PB Hex MIDI2,Delta PB MIDI2,Pitch Offset from MIDI2
-120,7988,"0x1F34",2,-119,2093796557,"0x7CCCCCCD",447392,-119
-119,7989,"0x1F35",1,-118,2094243950,"0x7CD3A06E",447393,-118
-118,7991,"0x1F37",2,-117,2094691342,"0x7CDA740E",447392,-117
-117,7993,"0x1F39",2,-116,2095138735,"0x7CE147AF",447393,-116
-116,7995,"0x1F3B",2,-115,2095586127,"0x7CE81B4F",447392,-115
-115,7996,"0x1F3C",1,-114,2096033519,"0x7CEEEEEF",447392,-114
-114,7998,"0x1F3E",2,-113,2096480912,"0x7CF5C290",447393,-113
-113,8000,"0x1F40",2,-112,2096928304,"0x7CFC9630",447392,-112
-112,8001,"0x1F41",1,-111,2097375697,"0x7D0369D1",447393,-111
-111,8003,"0x1F43",2,-110,2097823089,"0x7D0A3D71",447392,-110
-110,8005,"0x1F45",2,-109,2098270482,"0x7D111112",447393,-109
-109,8006,"0x1F46",1,-108,2098717874,"0x7D17E4B2",447392,-108
-108,8008,"0x1F48",2,-107,2099165266,"0x7D1EB852",447392,-107
-107,8010,"0x1F4A",2,-106,2099612659,"0x7D258BF3",447393,-106
-106,8012,"0x1F4C",2,-105,2100060051,"0x7D2C5F93",447392,-105
-105,8013,"0x1F4D",1,-104,2100507444,"0x7D333334",447393,-104
-104,8015,"0x1F4F",2,-103,2100954836,"0x7D3A06D4",447392,-103
-103,8017,"0x1F51",2,-102,2101402229,"0x7D40DA75",447393,-102
-102,8018,"0x1F52",1,-101,2101849621,"0x7D47AE15",447392,-101
-101,8020,"0x1F54",2,-100,2102297013,"0x7D4E81B5",447392,-100
-100,8022,"0x1F56",2,-99,2102744406,"0x7D555556",447393,-99
-99,8024,"0x1F58",2,-98,2103191798,"0x7D5C28F6",447392,-98
-98,8025,"0x1F59",1,-97,2103639191,"0x7D62FC97",447393,-97
-97,8027,"0x1F5B",2,-96,2104086583,"0x7D69D037",447392,-96
-96,8029,"0x1F5D",2,-95,2104533976,"0x7D70A3D8",447393,-95
-95,8030,"0x1F5E",1,-94,2104981368,"0x7D777778",447392,-94
-94,8032,"0x1F60",2,-93,2105428760,"0x7D7E4B18",447392,-93
-93,8034,"0x1F62",2,-92,2105876153,"0x7D851EB9",447393,-92
-92,8035,"0x1F63",1,-92,2106323545,"0x7D8BF259",447392,-91
-91,8037,"0x1F65",2,-90,2106770938,"0x7D92C5FA",447393,-90
-90,8039,"0x1F67",2,-89,2107218330,"0x7D99999A",447392,-89
-89,8041,"0x1F69",2,-88,2107665723,"0x7DA06D3B",447393,-88
-88,8042,"0x1F6A",1,-87,2108113115,"0x7DA740DB",447392,-87
-87,8044,"0x1F6C",2,-86,2108560507,"0x7DAE147B",447392,-86
-86,8046,"0x1F6E",2,-85,2109007900,"0x7DB4E81C",447393,-85
-85,8047,"0x1F6F",1,-84,2109455292,"0x7DBBBBBC",447392,-84
-84,8049,"0x1F71",2,-83,2109902685,"0x7DC28F5D",447393,-83
-83,8051,"0x1F73",2,-82,2110350077,"0x7DC962FD",447392,-82
-82,8053,"0x1F75",2,-81,2110797470,"0x7DD0369E",447393,-81
-81,8054,"0x1F76",1,-80,2111244862,"0x7DD70A3E",447392,-80
-80,8056,"0x1F78",2,-79,2111692254,"0x7DDDDDDE",447392,-79
-79,8058,"0x1F7A",2,-78,2112139647,"0x7DE4B17F",447393,-78
-78,8059,"0x1F7B",1,-77,2112587039,"0x7DEB851F",447392,-77
-77,8061,"0x1F7D",2,-76,2113034432,"0x7DF258C0",447393,-76
-76,8063,"0x1F7F",2,-75,2113481824,"0x7DF92C60",447392,-75
-75,8064,"0x1F80",1,-75,2113929216,"0x7E000000",447392,-75
-74,8066,"0x1F82",2,-73,2114376609,"0x7E06D3A1",447393,-73
-73,8068,"0x1F84",2,-72,2114824001,"0x7E0DA741",447392,-72
-72,8070,"0x1F86",2,-71,2115271394,"0x7E147AE2",447393,-71
-71,8071,"0x1F87",1,-70,2115718786,"0x7E1B4E82",447392,-70
-70,8073,"0x1F89",2,-69,2116166179,"0x7E222223",447393,-69
-69,8075,"0x1F8B",2,-68,2116613571,"0x7E28F5C3",447392,-68
-68,8076,"0x1F8C",1,-67,2117060963,"0x7E2FC963",447392,-68
-67,8078,"0x1F8E",2,-66,2117508356,"0x7E369D04",447393,-66
-66,8080,"0x1F90",2,-65,2117955748,"0x7E3D70A4",447392,-65
-65,8082,"0x1F92",2,-64,2118403141,"0x7E444445",447393,-64
-64,8083,"0x1F93",1,-63,2118850533,"0x7E4B17E5",447392,-63
-63,8085,"0x1F95",2,-62,2119297926,"0x7E51EB86",447393,-62
-62,8087,"0x1F97",2,-61,2119745318,"0x7E58BF26",447392,-61
-61,8088,"0x1F98",1,-60,2120192710,"0x7E5F92C6",447392,-60
-60,8090,"0x1F9A",2,-59,2120640103,"0x7E666667",447393,-59
-59,8092,"0x1F9C",2,-58,2121087495,"0x7E6D3A07",447392,-58
-58,8094,"0x1F9E",2,-57,2121534888,"0x7E740DA8",447393,-57
-57,8095,"0x1F9F",1,-56,2121982280,"0x7E7AE148",447392,-56
-56,8097,"0x1FA1",2,-55,2122429673,"0x7E81B4E9",447393,-55
-55,8099,"0x1FA3",2,-54,2122877065,"0x7E888889",447392,-54
-54,8100,"0x1FA4",1,-53,2123324457,"0x7E8F5C29",447392,-53
-53,8102,"0x1FA6",2,-52,2123771850,"0x7E962FCA",447393,-52
-52,8104,"0x1FA8",2,-51,2124219242,"0x7E9D036A",447392,-51
-51,8105,"0x1FA9",1,-50,2124666635,"0x7EA3D70B",447393,-50
-50,8107,"0x1FAB",2,-49,2125114027,"0x7EAAAAAB",447392,-49
-49,8109,"0x1FAD",2,-48,2125561420,"0x7EB17E4C",447393,-48
-48,8111,"0x1FAF",2,-47,2126008812,"0x7EB851EC",447392,-47
-47,8112,"0x1FB0",1,-46,2126456204,"0x7EBF258C",447392,-46
-46,8114,"0x1FB2",2,-45,2126903597,"0x7EC5F92D",447393,-45
-45,8116,"0x1FB4",2,-44,2127350989,"0x7ECCCCCD",447392,-44
-44,8117,"0x1FB5",1,-43,2127798382,"0x7ED3A06E",447393,-43
-43,8119,"0x1FB7",2,-42,2128245774,"0x7EDA740E",447392,-42
-42,8121,"0x1FB9",2,-41,2128693167,"0x7EE147AF",447393,-41
-41,8123,"0x1FBB",2,-40,2129140559,"0x7EE81B4F",447392,-40
-40,8124,"0x1FBC",1,-39,2129587951,"0x7EEEEEEF",447392,-39
-39,8126,"0x1FBE",2,-38,2130035344,"0x7EF5C290",447393,-38
-38,8128,"0x1FC0",2,-37,2130482736,"0x7EFC9630",447392,-37
-37,8129,"0x1FC1",1,-36,2130930129,"0x7F0369D1",447393,-36
-36,8131,"0x1FC3",2,-35,2131377521,"0x7F0A3D71",447392,-35
-35,8133,"0x1FC5",2,-34,2131824914,"0x7F111112",447393,-34
-34,8134,"0x1FC6",1,-33,2132272306,"0x7F17E4B2",447392,-33
-33,8136,"0x1FC8",2,-32,2132719698,"0x7F1EB852",447392,-32
-32,8138,"0x1FCA",2,-31,2133167091,"0x7F258BF3",447393,-31
-31,8140,"0x1FCC",2,-30,2133614483,"0x7F2C5F93",447392,-30
-30,8141,"0x1FCD",1,-29,2134061876,"0x7F333334",447393,-29
-29,8143,"0x1FCF",2,-28,2134509268,"0x7F3A06D4",447392,-28
-28,8145,"0x1FD1",2,-27,2134956661,"0x7F40DA75",447393,-27
-27,8146,"0x1FD2",1,-26,2135404053,"0x7F47AE15",447392,-26
-26,8148,"0x1FD4",2,-25,2135851445,"0x7F4E81B5",447392,-25
-25,8150,"0x1FD6",2,-24,2136298838,"0x7F555556",447393,-24
-24,8152,"0x1FD8",2,-23,2136746230,"0x7F5C28F6",447392,-23
-23,8153,"0x1FD9",1,-22,2137193623,"0x7F62FC97",447393,-22
-22,8155,"0x1FDB",2,-21,2137641015,"0x7F69D037",447392,-21
-21,8157,"0x1FDD",2,-20,2138088408,"0x7F70A3D8",447393,-20
-20,8158,"0x1FDE",1,-19,2138535800,"0x7F777778",447392,-19
-19,8160,"0x1FE0",2,-18,2138983192,"0x7F7E4B18",447392,-18
-18,8162,"0x1FE2",2,-17,2139430585,"0x7F851EB9",447393,-17
-17,8163,"0x1FE3",1,-16,2139877977,"0x7F8BF259",447392,-16
-16,8165,"0x1FE5",2,-15,2140325370,"0x7F92C5FA",447393,-15
-15,8167,"0x1FE7",2,-14,2140772762,"0x7F99999A",447392,-14
-14,8169,"0x1FE9",2,-13,2141220155,"0x7FA06D3B",447393,-13
-13,8170,"0x1FEA",1,-12,2141667547,"0x7FA740DB",447392,-12
-12,8172,"0x1FEC",2,-11,2142114939,"0x7FAE147B",447392,-11
-11,8174,"0x1FEE",2,-10,2142562332,"0x7FB4E81C",447393,-10
-10,8175,"0x1FEF",1,-9,2143009724,"0x7FBBBBBC",447392,-9
-9,8177,"0x1FF1",2,-8,2143457117,"0x7FC28F5D",447393,-8
-8,8179,"0x1FF3",2,-7,2143904509,"0x7FC962FD",447392,-7
-7,8181,"0x1FF5",2,-6,2144351902,"0x7FD0369E",447393,-6
-6,8182,"0x1FF6",1,-5,2144799294,"0x7FD70A3E",447392,-5
-5,8184,"0x1FF8",2,-4,2145246686,"0x7FDDDDDE",447392,-4
-4,8186,"0x1FFA",2,-3,2145694079,"0x7FE4B17F",447393,-3
-3,8187,"0x1FFB",1,-2,2146141471,"0x7FEB851F",447392,-2
-2,8189,"0x1FFD",2,-1,2146588864,"0x7FF258C0",447393,-1
-1,8191,"0x1FFF",2,0,2147036256,"0x7FF92C60",447392,0
0,8192,"0x2000",1,0,2147483648,"0x80000000",447392,0
1,8193,"0x2001",1,0,2147931040,"0x8006D3A0",447392,0
2,8195,"0x2003",2,1,2148378432,"0x800DA740",447392,1
3,8197,"0x2005",2,2,2148825825,"0x80147AE1",447393,2
4,8198,"0x2006",1,3,2149273217,"0x801B4E81",447392,3
5,8200,"0x2008",2,4,2149720610,"0x80222222",447393,4
6,8202,"0x200A",2,5,2150168002,"0x8028F5C2",447392,5
7,8203,"0x200B",1,6,2150615394,"0x802FC962",447392,6
8,8205,"0x200D",2,7,2151062787,"0x80369D03",447393,7
9,8207,"0x200F",2,8,2151510179,"0x803D70A3",447392,8
10,8209,"0x2011",2,9,2151957572,"0x80444444",447393,9
11,8210,"0x2012",1,10,2152404964,"0x804B17E4",447392,10
12,8212,"0x2014",2,11,2152852357,"0x8051EB85",447393,11
13,8214,"0x2016",2,12,2153299749,"0x8058BF25",447392,12
14,8215,"0x2017",1,13,2153747141,"0x805F92C5",447392,13
15,8217,"0x2019",2,14,2154194534,"0x80666666",447393,14
16,8219,"0x201B",2,15,2154641926,"0x806D3A06",447392,15
17,8221,"0x201D",2,16,2155089319,"0x80740DA7",447393,16
18,8222,"0x201E",1,17,2155536711,"0x807AE147",447392,17
19,8224,"0x2020",2,18,2155984104,"0x8081B4E8",447393,18
20,8226,"0x2022",2,19,2156431496,"0x80888888",447392,19
21,8227,"0x2023",1,20,2156878888,"0x808F5C28",447392,20
22,8229,"0x2025",2,21,2157326281,"0x80962FC9",447393,21
23,8231,"0x2027",2,22,2157773673,"0x809D0369",447392,22
24,8232,"0x2028",1,23,2158221066,"0x80A3D70A",447393,23
25,8234,"0x202A",2,24,2158668458,"0x80AAAAAA",447392,24
26,8236,"0x202C",2,25,2159115851,"0x80B17E4B",447393,25
27,8238,"0x202E",2,26,2159563243,"0x80B851EB",447392,26
28,8239,"0x202F",1,27,2160010635,"0x80BF258B",447392,27
29,8241,"0x2031",2,28,2160458028,"0x80C5F92C",447393,28
30,8243,"0x2033",2,29,2160905420,"0x80CCCCCC",447392,29
31,8244,"0x2034",1,30,2161352813,"0x80D3A06D",447393,30
32,8246,"0x2036",2,31,2161800205,"0x80DA740D",447392,31
33,8248,"0x2038",2,32,2162247598,"0x80E147AE",447393,32
34,8250,"0x203A",2,33,2162694990,"0x80E81B4E",447392,33
35,8251,"0x203B",1,34,2163142382,"0x80EEEEEE",447392,34
36,8253,"0x203D",2,35,2163589775,"0x80F5C28F",447393,35
37,8255,"0x203F",2,36,2164037167,"0x80FC962F",447392,36
38,8256,"0x2040",1,37,2164484560,"0x810369D0",447393,37
39,8258,"0x2042",2,38,2164931952,"0x810A3D70",447392,38
40,8260,"0x2044",2,39,2165379345,"0x81111111",447393,39
41,8261,"0x2045",1,40,2165826737,"0x8117E4B1",447392,40
42,8263,"0x2047",2,41,2166274129,"0x811EB851",447392,41
43,8265,"0x2049",2,42,2166721522,"0x81258BF2",447393,42
44,8267,"0x204B",2,43,2167168914,"0x812C5F92",447392,43
45,8268,"0x204C",1,44,2167616307,"0x81333333",447393,44
46,8270,"0x204E",2,45,2168063699,"0x813A06D3",447392,45
47,8272,"0x2050",2,46,2168511092,"0x8140DA74",447393,46
48,8273,"0x2051",1,47,2168958484,"0x8147AE14",447392,47
49,8275,"0x2053",2,48,2169405876,"0x814E81B4",447392,48
50,8277,"0x2055",2,49,2169853269,"0x81555555",447393,49
51,8279,"0x2057",2,50,2170300661,"0x815C28F5",447392,50
52,8280,"0x2058",1,51,2170748054,"0x8162FC96",447393,51
53,8282,"0x205A",2,52,2171195446,"0x8169D036",447392,52
54,8284,"0x205C",2,53,2171642839,"0x8170A3D7",447393,53
55,8285,"0x205D",1,54,2172090231,"0x81777777",447392,54
56,8287,"0x205F",2,55,2172537623,"0x817E4B17",447392,55
57,8289,"0x2061",2,56,2172985016,"0x81851EB8",447393,56
58,8290,"0x2062",1,57,2173432408,"0x818BF258",447392,57
59,8292,"0x2064",2,58,2173879801,"0x8192C5F9",447393,58
60,8294,"0x2066",2,59,2174327193,"0x81999999",447392,59
61,8296,"0x2068",2,60,2174774586,"0x81A06D3A",447393,60
62,8297,"0x2069",1,61,2175221978,"0x81A740DA",447392,61
63,8299,"0x206B",2,62,2175669370,"0x81AE147A",447392,62
64,8301,"0x206D",2,63,2176116763,"0x81B4E81B",447393,63
65,8302,"0x206E",1,64,2176564155,"0x81BBBBBB",447392,64
66,8304,"0x2070",2,65,2177011548,"0x81C28F5C",447393,65
67,8306,"0x2072",2,66,2177458940,"0x81C962FC",447392,66
68,8308,"0x2074",2,67,2177906333,"0x81D0369D",447393,68
69,8309,"0x2075",1,68,2178353725,"0x81D70A3D",447392,68
70,8311,"0x2077",2,69,2178801117,"0x81DDDDDD",447392,69
71,8313,"0x2079",2,70,2179248510,"0x81E4B17E",447393,70
72,8314,"0x207A",1,71,2179695902,"0x81EB851E",447392,71
73,8316,"0x207C",2,72,2180143295,"0x81F258BF",447393,72
74,8318,"0x207E",2,73,2180590687,"0x81F92C5F",447392,73
75,8320,"0x2080",2,75,2181038080,"0x82000000",447393,75
76,8321,"0x2081",1,75,2181485472,"0x8206D3A0",447392,75
77,8323,"0x2083",2,76,2181932864,"0x820DA740",447392,76
78,8325,"0x2085",2,77,2182380257,"0x82147AE1",447393,77
79,8326,"0x2086",1,78,2182827649,"0x821B4E81",447392,78
80,8328,"0x2088",2,79,2183275042,"0x82222222",447393,79
81,8330,"0x208A",2,80,2183722434,"0x8228F5C2",447392,80
82,8331,"0x208B",1,81,2184169826,"0x822FC962",447392,81
83,8333,"0x208D",2,82,2184617219,"0x82369D03",447393,82
84,8335,"0x208F",2,83,2185064611,"0x823D70A3",447392,83
85,8337,"0x2091",2,84,2185512004,"0x82444444",447393,84
86,8338,"0x2092",1,85,2185959396,"0x824B17E4",447392,85
87,8340,"0x2094",2,86,2186406789,"0x8251EB85",447393,86
88,8342,"0x2096",2,87,2186854181,"0x8258BF25",447392,87
89,8343,"0x2097",1,88,2187301573,"0x825F92C5",447392,88
90,8345,"0x2099",2,89,2187748966,"0x82666666",447393,89
91,8347,"0x209B",2,90,2188196358,"0x826D3A06",447392,90
92,8349,"0x209D",2,92,2188643751,"0x82740DA7",447393,91
93,8350,"0x209E",1,92,2189091143,"0x827AE147",447392,92
94,8352,"0x20A0",2,93,2189538536,"0x8281B4E8",447393,93
95,8354,"0x20A2",2,94,2189985928,"0x82888888",447392,94
96,8355,"0x20A3",1,95,2190433320,"0x828F5C28",447392,95
97,8357,"0x20A5",2,96,2190880713,"0x82962FC9",447393,96
98,8359,"0x20A7",2,97,2191328105,"0x829D0369",447392,97
99,8360,"0x20A8",1,98,2191775498,"0x82A3D70A",447393,98
100,8362,"0x20AA",2,99,2192222890,"0x82AAAAAA",447392,99
101,8364,"0x20AC",2,100,2192670283,"0x82B17E4B",447393,100
102,8366,"0x20AE",2,101,2193117675,"0x82B851EB",447392,101
103,8367,"0x20AF",1,102,2193565067,"0x82BF258B",447392,102
104,8369,"0x20B1",2,103,2194012460,"0x82C5F92C",447393,103
105,8371,"0x20B3",2,104,2194459852,"0x82CCCCCC",447392,104
106,8372,"0x20B4",1,105,2194907245,"0x82D3A06D",447393,105
107,8374,"0x20B6",2,106,2195354637,"0x82DA740D",447392,106
108,8376,"0x20B8",2,107,2195802030,"0x82E147AE",447393,107
109,8378,"0x20BA",2,108,2196249422,"0x82E81B4E",447392,108
110,8379,"0x20BB",1,109,2196696814,"0x82EEEEEE",447392,109
111,8381,"0x20BD",2,110,2197144207,"0x82F5C28F",447393,110
112,8383,"0x20BF",2,111,2197591599,"0x82FC962F",447392,111
113,8384,"0x20C0",1,112,2198038992,"0x830369D0",447393,112
114,8386,"0x20C2",2,113,2198486384,"0x830A3D70",447392,113
115,8388,"0x20C4",2,114,2198933777,"0x83111111",447393,114
116,8389,"0x20C5",1,115,2199381169,"0x8317E4B1",447392,115
117,8391,"0x20C7",2,116,2199828561,"0x831EB851",447392,116
118,8393,"0x20C9",2,117,2200275954,"0x83258BF2",447393,117
119,8395,"0x20CB",2,118,2200723346,"0x832C5F92",447392,118
120,8396,"0x20CC",1,119,2201170739,"0x83333333",447393,119
121,8398,"0x20CE",2,120,2201618131,"0x833A06D3",447392,120
122,8400,"0x20D0",2,121,2202065524,"0x8340DA74",447393,121
123,8401,"0x20D1",1,122,2202512916,"0x8347AE14",447392,122
124,8403,"0x20D3",2,123,2202960308,"0x834E81B4",447392,123
125,8405,"0x20D5",2,124,2203407701,"0x83555555",447393,124
126,8407,"0x20D7",2,125,2203855093,"0x835C28F5",447392,125
127,8408,"0x20D8",1,126,2204302486,"0x8362FC96",447393,126
128,8410,"0x20DA",2,127,2204749878,"0x8369D036",447392,127
129,8412,"0x20DC",2,128,2205197271,"0x8370A3D7",447393,128
130,8413,"0x20DD",1,129,2205644663,"0x83777777",447392,129
131,8415,"0x20DF",2,130,2206092055,"0x837E4B17",447392,130
132,8417,"0x20E1",2,131,2206539448,"0x83851EB8",447393,131
133,8418,"0x20E2",1,132,2206986840,"0x838BF258",447392,132
134,8420,"0x20E4",2,133,2207434233,"0x8392C5F9",447393,133
135,8422,"0x20E6",2,134,2207881625,"0x83999999",447392,134
136,8424,"0x20E8",2,135,2208329018,"0x83A06D3A",447393,136
137,8425,"0x20E9",1,136,2208776410,"0x83A740DA",447392,136
138,8427,"0x20EB",2,137,2209223802,"0x83AE147A",447392,137
139,8429,"0x20ED",2,138,2209671195,"0x83B4E81B",447393,138
140,8430,"0x20EE",1,139,2210118587,"0x83BBBBBB",447392,139
141,8432,"0x20F0",2,140,2210565980,"0x83C28F5C",447393,140
142,8434,"0x20F2",2,141,2211013372,"0x83C962FC",447392,141
143,8436,"0x20F4",2,142,2211460765,"0x83D0369D",447393,143
144,8437,"0x20F5",1,143,2211908157,"0x83D70A3D",447392,143
145,8439,"0x20F7",2,144,2212355549,"0x83DDDDDD",447392,144
146,8441,"0x20F9",2,145,2212802942,"0x83E4B17E",447393,145
147,8442,"0x20FA",1,146,2213250334,"0x83EB851E",447392,146
148,8444,"0x20FC",2,147,2213697727,"0x83F258BF",447393,147
149,8446,"0x20FE",2,148,2214145119,"0x83F92C5F",447392,148
150,8448,"0x2100",2,150,2214592512,"0x84000000",447393,150
151,8449,"0x2101",1,150,2215039904,"0x8406D3A0",447392,150
152,8451,"0x2103",2,151,2215487296,"0x840DA740",447392,151
153,8453,"0x2105",2,152,2215934689,"0x84147AE1",447393,152
154,8454,"0x2106",1,153,2216382081,"0x841B4E81",447392,153
155,8456,"0x2108",2,154,2216829474,"0x84222222",447393,154
156,8458,"0x210A",2,155,2217276866,"0x8428F5C2",447392,155
157,8459,"0x210B",1,156,2217724258,"0x842FC962",447392,156
158,8461,"0x210D",2,157,2218171651,"0x84369D03",447393,157
159,8463,"0x210F",2,158,2218619043,"0x843D70A3",447392,158
160,8465,"0x2111",2,159,2219066436,"0x84444444",447393,159
161,8466,"0x2112",1,160,2219513828,"0x844B17E4",447392,160
162,8468,"0x2114",2,161,2219961221,"0x8451EB85",447393,161
163,8470,"0x2116",2,162,2220408613,"0x8458BF25",447392,162
164,8471,"0x2117",1,163,2220856005,"0x845F92C5",447392,163
165,8473,"0x2119",2,164,2221303398,"0x84666666",447393,164
166,8475,"0x211B",2,165,2221750790,"0x846D3A06",447392,165
167,8477,"0x211D",2,167,2222198183,"0x84740DA7",447393,166
168,8478,"0x211E",1,167,2222645575,"0x847AE147",447392,167
169,8480,"0x2120",2,168,2223092968,"0x8481B4E8",447393,168
170,8482,"0x2122",2,169,2223540360,"0x84888888",447392,169
171,8483,"0x2123",1,170,2223987752,"0x848F5C28",447392,170
172,8485,"0x2125",2,171,2224435145,"0x84962FC9",447393,171
173,8487,"0x2127",2,172,2224882537,"0x849D0369",447392,172
174,8488,"0x2128",1,173,2225329930,"0x84A3D70A",447393,173
175,8490,"0x212A",2,174,2225777322,"0x84AAAAAA",447392,174
176,8492,"0x212C",2,175,2226224715,"0x84B17E4B",447393,175
177,8494,"0x212E",2,176,2226672107,"0x84B851EB",447392,176
178,8495,"0x212F",1,177,2227119499,"0x84BF258B",447392,177
179,8497,"0x2131",2,178,2227566892,"0x84C5F92C",447393,178
180,8499,"0x2133",2,179,2228014284,"0x84CCCCCC",447392,179
181,8500,"0x2134",1,180,2228461677,"0x84D3A06D",447393,180
182,8502,"0x2136",2,181,2228909069,"0x84DA740D",447392,181
183,8504,"0x2138",2,182,2229356462,"0x84E147AE",447393,182
184,8506,"0x213A",2,184,2229803854,"0x84E81B4E",447392,183
185,8507,"0x213B",1,184,2230251246,"0x84EEEEEE",447392,184
186,8509,"0x213D",2,185,2230698639,"0x84F5C28F",447393,185
187,8511,"0x213F",2,186,2231146031,"0x84FC962F",447392,186
188,8512,"0x2140",1,187,2231593424,"0x850369D0",447393,187
189,8514,"0x2142",2,188,2232040816,"0x850A3D70",447392,188
190,8516,"0x2144",2,189,2232488209,"0x85111111",447393,189
191,8517,"0x2145",1,190,2232935601,"0x8517E4B1",447392,190
192,8519,"0x2147",2,191,2233382993,"0x851EB851",447392,191
193,8521,"0x2149",2,192,2233830386,"0x85258BF2",447393,192
194,8523,"0x214B",2,193,2234277778,"0x852C5F92",447392,193
195,8524,"0x214C",1,194,2234725171,"0x85333333",447393,194
196,8526,"0x214E",2,195,2235172563,"0x853A06D3",447392,195
197,8528,"0x2150",2,196,2235619956,"0x8540DA74",447393,196
198,8529,"0x2151",1,197,2236067348,"0x8547AE14",447392,197
199,8531,"0x2153",2,198,2236514740,"0x854E81B4",447392,198
200,8533,"0x2155",2,199,2236962133,"0x85555555",447393,199
201,8535,"0x2157",2,201,2237409525,"0x855C28F5",447392,200
202,8536,"0x2158",1,201,2237856918,"0x8562FC96",447393,201
203,8538,"0x215A",2,202,2238304310,"0x8569D036",447392,202
204,8540,"0x215C",2,203,2238751703,"0x8570A3D7",447393,204
205,8541,"0x215D",1,204,2239199095,"0x85777777",447392,204
206,8543,"0x215F",2,205,2239646487,"0x857E4B17",447392,205
207,8545,"0x2161",2,206,2240093880,"0x85851EB8",447393,206
208,8546,"0x2162",1,207,2240541272,"0x858BF258",447392,207
209,8548,"0x2164",2,208,2240988665,"0x8592C5F9",447393,208
210,8550,"0x2166",2,209,2241436057,"0x85999999",447392,209
211,8552,"0x2168",2,210,2241883450,"0x85A06D3A",447393,211
212,8553,"0x2169",1,211,2242330842,"0x85A740DA",447392,211
213,8555,"0x216B",2,212,2242778234,"0x85AE147A",447392,212
214,8557,"0x216D",2,213,2243225627,"0x85B4E81B",447393,213
215,8558,"0x216E",1,214,2243673019,"0x85BBBBBB",447392,214
216,8560,"0x2170",2,215,2244120412,"0x85C28F5C",447393,215
217,8562,"0x2172",2,216,2244567804,"0x85C962FC",447392,216
218,8564,"0x2174",2,217,2245015197,"0x85D0369D",447393,218
219,8565,"0x2175",1,218,2245462589,"0x85D70A3D",447392,218
220,8567,"0x2177",2,219,2245909981,"0x85DDDDDD",447392,219
221,8569,"0x2179",2,220,2246357374,"0x85E4B17E",447393,220
222,8570,"0x217A",1,221,2246804766,"0x85EB851E",447392,221
223,8572,"0x217C",2,222,2247252159,"0x85F258BF",447393,222
224,8574,"0x217E",2,223,2247699551,"0x85F92C5F",447392,223
225,8576,"0x2180",2,225,2248146944,"0x86000000",447393,225
226,8577,"0x2181",1,225,2248594336,"0x8606D3A0",447392,225
227,8579,"0x2183",2,226,2249041728,"0x860DA740",447392,226
228,8581,"0x2185",2,227,2249489121,"0x86147AE1",447393,227
229,8582,"0x2186",1,228,2249936513,"0x861B4E81",447392,228
230,8584,"0x2188",2,229,2250383906,"0x86222222",447393,229
231,8586,"0x218A",2,230,2250831298,"0x8628F5C2",447392,230
232,8587,"0x218B",1,231,2251278690,"0x862FC962",447392,231
233,8589,"0x218D",2,232,2251726083,"0x86369D03",447393,232
234,8591,"0x218F",2,233,2252173475,"0x863D70A3",447392,233
235,8593,"0x2191",2,234,2252620868,"0x86444444",447393,234
236,8594,"0x2192",1,235,2253068260,"0x864B17E4",447392,235
237,8596,"0x2194",2,236,2253515653,"0x8651EB85",447393,236
238,8598,"0x2196",2,237,2253963045,"0x8658BF25",447392,237
239,8599,"0x2197",1,238,2254410437,"0x865F92C5",447392,238
240,8601,"0x2199",2,239,2254857830,"0x86666666",447393,239
241,8603,"0x219B",2,240,2255305222,"0x866D3A06",447392,240
242,8605,"0x219D",2,242,2255752615,"0x86740DA7",447393,241
243,8606,"0x219E",1,242,2256200007,"0x867AE147",447392,242
244,8608,"0x21A0",2,243,2256647400,"0x8681B4E8",447393,243
245,8610,"0x21A2",2,244,2257094792,"0x86888888",447392,244
246,8611,"0x21A3",1,245,2257542184,"0x868F5C28",447392,245
247,8613,"0x21A5",2,246,2257989577,"0x86962FC9",447393,246
248,8615,"0x21A7",2,247,2258436969,"0x869D0369",447392,247
249,8616,"0x21A8",1,248,2258884362,"0x86A3D70A",447393,248
250,8618,"0x21AA",2,249,2259331754,"0x86AAAAAA",447392,249
251,8620,"0x21AC",2,250,2259779147,"0x86B17E4B",447393,250
252,8622,"0x21AE",2,251,2260226539,"0x86B851EB",447392,251
253,8623,"0x21AF",1,252,2260673931,"0x86BF258B",447392,252
254,8625,"0x21B1",2,253,2261121324,"0x86C5F92C",447393,253
255,8627,"0x21B3",2,254,2261568716,"0x86CCCCCC",447392,254
256,8628,"0x21B4",1,255,2262016109,"0x86D3A06D",447393,255
257,8630,"0x21B6",2,256,2262463501,"0x86DA740D",447392,256
258,8632,"0x21B8",2,257,2262910894,"0x86E147AE",447393,257
259,8634,"0x21BA",2,259,2263358286,"0x86E81B4E",447392,258
260,8635,"0x21BB",1,259,2263805678,"0x86EEEEEE",447392,259
261,8637,"0x21BD",2,260,2264253071,"0x86F5C28F",447393,260
262,8639,"0x21BF",2,261,2264700463,"0x86FC962F",447392,261
263,8640,"0x21C0",1,262,2265147856,"0x870369D0",447393,262
264,8642,"0x21C2",2,263,2265595248,"0x870A3D70",447392,263
